currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,reservationTerm
USD,0.0,0.00189,0.00189,koreacentral,KR Central,2020-02-01T00:00:00Z,04721e37-9643-44aa-a919-920fffb11471,Premium LRS Read Operations,DZH318Z0CPS8,DZH318Z0CPS8/0028,Premium ADLS Gen2 Flat Namespace,Premium LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,0.0,0.0,koreacentral,KR Central,2021-03-01T00:00:00Z,a89b678e-5267-56e9-9d02-0d836f698c31,Account Encrypted Delete Operations,DZH318Z0BNZ5,DZH318Z0BNZ5/00LN,Tables,Account Encrypted RA-GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.183,0.183,koreacentral,KR Central,2023-01-01T00:00:00Z,059b8faa-e2fa-521d-96d3-1271f162f4b3,LRS Early Premium To Hot Tier Down,DZH318Z0CPS8,DZH318Z0CPS8/0028,Premium ADLS Gen2 Flat Namespace,Premium LRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,,
USD,0.0,57508.0,57508.0,koreacentral,KR Central,2021-01-01T00:00:00Z,acf62f0c-7673-4489-a838-b193bc0b5273,Hot GRS - 100 TB Data Stored,DZH318Z08T98,DZH318Z08T98/00LJ,Files Reserved Capacity,Hot GRS - 100 TB,Storage,DZH317F1HKN0,Storage,1 GB/Month,Reservation,False,Hot_GRS_Data_Stored_100 TB,1 Year
USD,0.0,141558.0,141558.0,koreacentral,KR Central,2021-01-01T00:00:00Z,acf62f0c-7673-4489-a838-b193bc0b5273,Hot GRS - 100 TB Data Stored,DZH318Z08T98,DZH318Z08T98/00LH,Files Reserved Capacity,Hot GRS - 100 TB,Storage,DZH317F1HKN0,Storage,1 GB/Month,Reservation,False,Hot_GRS_Data_Stored_100 TB,3 Years
USD,0.0,81.92,81.92,koreacentral,KR Central,2017-10-01T00:00:00Z,0646ad72-5f93-40c2-8aa9-8ef3c823485f,S40 LRS Disk,DZH318Z0BP0L,DZH318Z0BP0L/0074,Standard HDD Managed Disks,S40 LRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,57.019,57.019,koreacentral,KR Central,2023-05-01T00:00:00Z,06605c81-521c-5494-9065-771d9382855d,P15 ZRS Disk,DZH318Z0BP0W,DZH318Z0BP0W/01F3,Premium Page Blob,P15 ZRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,0.0135,0.0135,koreacentral,KR Central,2023-05-01T00:00:00Z,06af31f8-4dfd-5f1a-a4c2-7e318627361b,Cold RA-GRS Data Returned for Query Acceleration,DZH318Z0BJRM,DZH318Z0BJRM/01Q3,Azure Data Lake Storage Gen2 Hierarchical Namespace,Cold RA-GRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,Cold,
USD,0.0,0.01,0.01,koreacentral,KR Central,2019-10-01T00:00:00Z,23c26595-1686-403e-aa7e-1d839b045129,Cool Data Retrieval,DZH318Z0BJRN,DZH318Z0BJRN/008R,Azure Data Lake Storage Gen2 Flat Namespace,Cool GRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,False,,
USD,0.0,0.00036,0.00036,koreacentral,KR Central,2016-04-11T00:00:00Z,11278850-f161-4a6e-86ef-d650a29fb62f,GRS Write Operations,DZH318Z0BNZF,DZH318Z0BNZF/0008,Standard Page Blob,Standard RA-GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.00251,0.00251,koreacentral,KR Central,2020-02-01T00:00:00Z,0736ac06-f01b-4bdd-bf1e-a78aa4ff5820,Premium ZRS All Other Operations,DZH318Z0CPS8,DZH318Z0CPS8/0027,Premium ADLS Gen2 Flat Namespace,Premium ZRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,1.0,1.0,koreacentral,KR Central,2025-04-01T00:00:00Z,0761ab7d-e816-5e24-ac56-c02f94d6fe1d,Azure Storage Tasks Operations Invoked,DZH318Z0FPZF,DZH318Z0FPZF/0016,Storage Actions,Azure Storage Tasks,Storage,DZH317F1HKN0,Storage,1M,Consumption,True,Microsoft_StorageTasks,
USD,0.0,0.03525,0.03525,koreacentral,KR Central,2022-06-01T00:00:00Z,cf66d0cc-c613-5918-b0b9-6ff854715bc6,GZRS Write Operations,DZH318Z0BNWT,DZH318Z0BNWT/008X,Standard Page Blob v2,Standard RA-GZRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.000125,0.000125,koreacentral,KR Central,2023-04-01T00:00:00Z,082d8dce-632e-5d85-bda4-9780020cd75a,Premium LRS Provisioned Capacity,DZH318Z09V07,DZH318Z09V07/001S,Azure Premium SSD v2,Premium LRS,Storage,DZH317F1HKN0,Storage,1 GiB/Hour,Consumption,True,,
USD,0.0,0.0782,0.0782,koreacentral,KR Central,2021-02-01T00:00:00Z,3e2e5cf7-112e-4de4-aecd-8266bd783230,GRS Index Tags,DZH318Z0BPH7,DZH318Z0BPH7/00D2,General Block Blob v2,Cool GRS,Storage,DZH317F1HKN0,Storage,10K/Month,Consumption,False,,
USD,0.0,0.00364,0.00364,koreacentral,KR Central,2021-10-01T00:00:00Z,08671056-e7ca-57e7-9f6a-b0981ccda543,Cool LRS Blob Inventory,DZH318Z0C120,DZH318Z0C120/0086,General Block Blob v2 Hierarchical Namespace,Cool LRS,Storage,DZH317F1HKN0,Storage,1M,Consumption,True,,
USD,0.0,0.01,0.01,koreacentral,KR Central,2019-10-01T00:00:00Z,23c26595-1686-403e-aa7e-1d839b045129,Cool Data Retrieval,DZH318Z0BJRN,DZH318Z0BJRN/0095,Azure Data Lake Storage Gen2 Flat Namespace,Cool ZRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,False,,
USD,0.0,0.2436,0.2436,koreacentral,KR Central,2018-03-01T00:00:00Z,be68f6c3-13ef-4ee6-b4f9-c5aa1717164c,Archive GRS Write Operations,DZH318Z0BNZJ,DZH318Z0BNZJ/00B3,Blob Storage,Archive RA-GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.0015,0.0015,koreacentral,KR Central,2017-11-01T00:00:00Z,4f217508-8602-4a39-be93-a4ec243f1afa,Read Operations,DZH318Z0BNWT,DZH318Z0BNWT/003W,Standard Page Blob v2,Standard GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.0,0.0,koreacentral,KR Central,2023-05-01T00:00:00Z,08c0bb1a-bd2e-5ee3-a2d8-9f09c9b9c80d,Cold RA-GZRS Data Write,DZH318Z0BJRN,DZH318Z0BJRN/01P2,Azure Data Lake Storage Gen2 Flat Namespace,Cold RA-GZRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,Cold,
USD,0.0,50.0,50.0,koreacentral,KR Central,2019-04-01T00:00:00Z,d95cd8b5-b6f1-4cd9-ae86-a016d1945d6f,Standard Service Fee,DZH318Z0BZ3R,DZH318Z0BZ3R/0013,Data Box Disk,Standard,Data Box,DZH31890S8SF,Storage,1,Consumption,False,,
USD,0.0,0.01,0.01,koreacentral,KR Central,2017-02-01T00:00:00Z,55ca94cb-d2ad-44df-b92a-011ab4ef37ca,Cool Read Operations,DZH318Z0BNZJ,DZH318Z0BNZJ/00B6,Blob Storage,Cool RA-GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,2.9e-05,2.9e-05,koreacentral,KR Central,2024-08-01T00:00:00Z,09beeb8d-b6f7-53e6-a7af-886f57d933c1,HDD GZRS Soft-Deleted Usage,DZH318Z0H96B,DZH318Z0H96B/00J9,Azure Files Provisioned v2,HDD GZRS,Storage,DZH317F1HKN0,Storage,1 GiB/Hour,Consumption,True,HDD,
USD,0.0,0.00036,0.00036,koreacentral,KR Central,2016-04-11T00:00:00Z,40551b4c-e8be-48ed-b70b-f8d25c7de724,Read Operations,DZH318Z0BNZH,DZH318Z0BNZH/0006,General Block Blob,Standard LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,80.0,80.0,koreacentral,KR Central,2017-03-01T00:00:00Z,0a09df48-2283-512a-acac-9d1dd98aa520,Standard Device Return Shipping/Package,DZH318Z0BP06,DZH318Z0BP06/000D,Import/Export,Standard,Storage,DZH317F1HKN0,Storage,1,Consumption,True,,
USD,0.0,26601.0,26601.0,koreacentral,KR Central,2022-08-01T00:00:00Z,34661cc1-cd8a-4808-940f-344da693647a,LRS Data Stored,DZH318Z0JC81,DZH318Z0JC81/00QC,Backup Reserved Capacity,Standard - 100 TB LRS,Backup,DZH3155G7B5D,Storage,1 GB/Month,Reservation,False,backup_standard_lrs_data_stored_100tb,1 Year
USD,0.0,72548.0,72548.0,koreacentral,KR Central,2022-08-01T00:00:00Z,34661cc1-cd8a-4808-940f-344da693647a,LRS Data Stored,DZH318Z0JC81,DZH318Z0JC81/00QB,Backup Reserved Capacity,Standard - 100 TB LRS,Backup,DZH3155G7B5D,Storage,1 GB/Month,Reservation,False,backup_standard_lrs_data_stored_100tb,3 Years
USD,0.0,0.0005,0.0005,koreacentral,KR Central,2017-11-01T00:00:00Z,a9009fce-27b8-4c7d-b840-7c6048094a8f,Disk Delete Operations,DZH318Z0BNWT,DZH318Z0BNWT/008X,Standard Page Blob v2,Standard RA-GZRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.065,0.065,koreacentral,KR Central,2019-04-01T00:00:00Z,0a9844a5-a70d-472a-af78-578f8b6aca0e,Hot Iterative Read Operations,DZH318Z0BJRM,DZH318Z0BJRM/007V,Azure Data Lake Storage Gen2 Hierarchical Namespace,Hot LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,0.013,0.013,koreacentral,KR Central,2019-06-01T00:00:00Z,672854fb-e22a-4122-b5fb-6dfb6af085a7,Cool Read Operations,DZH318Z0BP09,DZH318Z0BP09/00F2,Files v2,Cool GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.0138,0.0138,koreacentral,KR Central,2022-02-01T00:00:00Z,0ab73faa-7af3-4a4a-bb23-36366e4b41db,Cool ZRS Data Stored,DZH318Z0BJRN,DZH318Z0BJRN/0095,Azure Data Lake Storage Gen2 Flat Namespace,Cool ZRS,Storage,DZH317F1HKN0,Storage,1 GB/Month,Consumption,True,,
USD,0.0,0.002,0.002,koreacentral,KR Central,2018-11-01T00:00:00Z,ce957933-8287-4f8b-83ee-53a5cbe056d9,E30 LRS Disk Operations,DZH318Z0BP88,DZH318Z0BP88/002P,Standard SSD Managed Disks,E30 LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.135,0.135,koreacentral,KR Central,2020-06-01T00:00:00Z,18c95af0-2f9c-49ef-ab69-3ee000bfe9b5,Archive Priority Data Retrieval,DZH318Z0BPH7,DZH318Z0BPH7/00CW,General Block Blob v2,Archive RA-GRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,False,,
USD,0.0,0.25,0.25,koreacentral,KR Central,2025-04-01T00:00:00Z,0adcbe3a-9c73-5dd5-b7fd-bc78b9aad135,Azure Storage Tasks Task Execution,DZH318Z0FPZF,DZH318Z0FPZF/0016,Storage Actions,Azure Storage Tasks,Storage,DZH317F1HKN0,Storage,1,Consumption,True,Microsoft_StorageTasks,
USD,0.0,0.0572,0.0572,koreacentral,KR Central,2019-06-01T00:00:00Z,87bb1c7c-752a-4483-8b86-eb8fdf011335,GRS Metadata,DZH318Z0BP09,DZH318Z0BP09/00F2,Files v2,Cool GRS,Storage,DZH317F1HKN0,Storage,1 GB/Month,Consumption,False,,
USD,0.0,460.8,460.8,koreacentral,KR Central,2023-05-01T00:00:00Z,0b991de2-d946-5ba0-a6b2-034948d1ddf6,E50 ZRS Disk,DZH318Z0BP88,DZH318Z0BP88/01ZP,Standard SSD Managed Disks,E50 ZRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,67.5,67.5,koreacentral,KR Central,2022-12-01T00:00:00Z,0ba8d3a5-525c-526b-bdbc-8378a920717e,Priority Read Operations,DZH318Z0BJRN,DZH318Z0BJRN/008W,Azure Data Lake Storage Gen2 Flat Namespace,Archive LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,1.229,1.229,koreacentral,KR Central,2024-09-01T00:00:00Z,0bc25b9d-6ee4-5138-af36-4ea8843c127e,E10 ZRS Disk Mount,DZH318Z0BP88,DZH318Z0BP88/0205,Standard SSD Managed Disks,E10 ZRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,0.015,0.015,koreacentral,KR Central,2017-11-01T00:00:00Z,0bfb2e01-01dc-4378-b3a2-b0ed9ab4c064,LRS Write Operations,DZH318Z0BNWT,DZH318Z0BNWT/003X,Standard Page Blob v2,Standard LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,0.005,0.005,koreacentral,KR Central,2020-03-01T00:00:00Z,ff823a2d-c283-446c-af10-0bd527e0d2ec,Hot Read Operations,DZH318Z0C120,DZH318Z0C120/007Z,General Block Blob v2 Hierarchical Namespace,Hot RA-GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.002,0.002,koreacentral,KR Central,2018-11-01T00:00:00Z,ce957933-8287-4f8b-83ee-53a5cbe056d9,E10 LRS Disk Operations,DZH318Z0BP88,DZH318Z0BP88/002G,Standard SSD Managed Disks,E10 LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.0015,0.0015,koreacentral,KR Central,2018-07-01T00:00:00Z,be97827a-091e-4bc5-9f13-534eed980070,ZRS Read Operations,DZH318Z0BNWT,DZH318Z0BNWT/008X,Standard Page Blob v2,Standard RA-GZRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.0,0.0,koreacentral,KR Central,2023-05-01T00:00:00Z,0d1fddd5-4c0b-5518-8c73-2f3b48e80834,Cold RA-GZRS Data Write,DZH318Z0BPH7,DZH318Z0BPH7/02KP,General Block Blob v2,Cold RA-GZRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,Cold,
USD,0.0,0.01,0.01,koreacentral,KR Central,2020-11-01T00:00:00Z,a1017cd5-2976-53c5-a3a5-978964c208c4,Cool Data Returned for Query Acceleration,DZH318Z0BJRM,DZH318Z0BJRM/008L,Azure Data Lake Storage Gen2 Hierarchical Namespace,Cool RA-GRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,False,,
USD,0.0,295.26,295.26,koreacentral,KR Central,2024-09-01T00:00:00Z,0d4e157c-b939-5959-abc0-f917ec58b7ed,E80 ZRS Disk Mount,DZH318Z0BP88,DZH318Z0BP88/01ZG,Standard SSD Managed Disks,E80 ZRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,7.5,7.5,koreacentral,KR Central,2021-07-01T00:00:00Z,0d651344-3da6-5b2d-9204-092bf1a7575c,Backup for PostgreSQL Protected Instances,DZH318Z0BP05,DZH318Z0BP05/00KW,Backup,Backup for PostgreSQL,Backup,DZH3155G7B5D,Storage,1/Month,Consumption,True,,
USD,0.0,50.0,50.0,koreacentral,KR Central,2025-06-01T00:00:00Z,0d7298dd-fb42-5b44-ab2a-16e49fc20185,120 TB Extra Day Fee,DZH318Z0MCF4,DZH318Z0MCF4/0028,Data Box V2,120 TB,Data Box,DZH31890S8SF,Storage,1/Day,Consumption,True,120 TB,
USD,0.0,0.0138,0.0138,koreacentral,KR Central,2022-05-01T00:00:00Z,0d7e97b7-2b8b-5b46-bcde-beaea906724a,Cool ZRS Early Delete,DZH318Z0C120,DZH318Z0C120/0087,General Block Blob v2 Hierarchical Namespace,Cool ZRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,,
USD,0.0,0.00036,0.00036,koreacentral,KR Central,2016-04-11T00:00:00Z,45ff39f6-c7a6-40fb-a124-cf5b280ba092,GRS Write Operations,DZH318Z0BNZH,DZH318Z0BNZH/0004,General Block Blob,Standard GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,,
USD,0.0,0.00675,0.00675,koreacentral,KR Central,2022-10-01T00:00:00Z,0d8cc800-ed36-55b6-98c3-d3b9824fc9b3,Account Encrypted Read Operations,DZH318Z0BNZ5,DZH318Z0BNZ5/00Q8,Tables,Account Encrypted RA-GZRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,0.0,0.0,koreacentral,KR Central,2025-07-01T00:00:00Z,0dad9453-b70b-5571-a36d-912e114e4cd7,SSD ZRS Provisioned IOPS,DZH318Z0H96B,DZH318Z0H96B/00J5,Azure Files Provisioned v2,SSD ZRS,Storage,DZH317F1HKN0,Storage,1/Hour,Consumption,True,SSD,
USD,3000.0,6.2e-05,6.2e-05,koreacentral,KR Central,2025-07-01T00:00:00Z,0dad9453-b70b-5571-a36d-912e114e4cd7,SSD ZRS Provisioned IOPS,DZH318Z0H96B,DZH318Z0H96B/00J5,Azure Files Provisioned v2,SSD ZRS,Storage,DZH317F1HKN0,Storage,1/Hour,Consumption,True,SSD,
USD,0.0,0.0027,0.0027,koreacentral,KR Central,2021-08-01T00:00:00Z,0dece0ef-6002-5be6-8a37-0ae95c2c046c,Archive LRS Early Delete,DZH318Z0BP05,DZH318Z0BP05/00J5,Backup,Archive,Backup,DZH3155G7B5D,Storage,1 GB,Consumption,True,,
USD,0.0,0.1,0.1,koreacentral,KR Central,2023-05-01T00:00:00Z,0df05513-9527-5c2b-9421-54d440873b4f,Cold GRS Read Operations,DZH318Z0BJRN,DZH318Z0BJRN/01P5,Azure Data Lake Storage Gen2 Flat Namespace,Cold GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,Cold,
USD,0.0,7.91925,7.91925,koreacentral,KR Central,2023-05-01T00:00:00Z,0e0d0e9d-b509-5cbc-ad59-8b4a070ee728,P4 ZRS Disk,DZH318Z0BP04,DZH318Z0BP04/026V,Premium SSD Managed Disks,P4 ZRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,0.0825,0.0825,koreacentral,KR Central,2020-05-01T00:00:00Z,0ec4cbdd-08d2-4996-acef-df84848f0269,ZRS Data Stored,DZH318Z0BP09,DZH318Z0BP09/0020,Files v2,Standard ZRS,Storage,DZH317F1HKN0,Storage,1 GB/Month,Consumption,True,,
USD,0.0,7.15,7.15,koreacentral,KR Central,2019-04-01T00:00:00Z,0f4833e8-c580-4a1e-8848-4f03ceaf8fa9,Archive Read Operations,DZH318Z0BJRM,DZH318Z0BJRM/009J,Azure Data Lake Storage Gen2 Hierarchical Namespace,Archive LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,,
USD,0.0,0.3,0.3,koreacentral,KR Central,2023-01-01T00:00:00Z,0fae9766-cc2b-5643-8d44-ce4cac68d268,Hour Enabled,DZH318Z0CBTJ,DZH318Z0CBTJ/01ZV,Blob Features,SSH File Transfer Protocol ZRS,Storage,DZH317F1HKN0,Storage,1,Consumption,True,SSH File Transfer Protocol,
USD,0.0,0.009,0.009,koreacentral,KR Central,2023-05-01T00:00:00Z,1086ff8c-91d7-5354-9db5-5998d0a73acf,Cold GRS Early Delete,DZH318Z0BNZJ,DZH318Z0BNZJ/010C,Blob Storage,Cold GRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,Cold,
USD,0.0,33.178,33.178,koreacentral,KR Central,2021-09-01T00:00:00Z,10a973ca-cd77-57db-a177-8ae790890aba,LRS Burst Enablement,DZH318Z0BP04,DZH318Z0BP04/01TW,Premium SSD Managed Disks,Burst Enablement LRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,,
USD,0.0,3604.11,3604.11,koreacentral,KR Central,2019-05-01T00:00:00Z,10e09399-5040-4f29-9b28-6702307653d4,P80 LRS Disk,DZH318Z0BP04,DZH318Z0BP04/0051,Premium SSD Managed Disks,P80 LRS,Storage,DZH317F1HKN0,Storage,1/Month,Consumption,True,Premium_SSD_Managed_Disks_P80,
